Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([50]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '0482', 'test cost=', '0.640864134')
('Epoch:', '0483', 'training cost=', '0.654783301')
('Epoch:', '0483', 'test cost=', '0.674640357')
('Epoch:', '0484', 'training cost=', '0.654547329')
('Epoch:', '0484', 'test cost=', '0.663423777')
('Epoch:', '0485', 'training cost=', '0.657584046')
('Epoch:', '0485', 'test cost=', '0.641102612')
('Epoch:', '0486', 'training cost=', '0.656099250')
('Epoch:', '0486', 'test cost=', '0.661849022')
('Epoch:', '0487', 'training cost=', '0.660976949')
('Epoch:', '0487', 'test cost=', '0.646322191')
('Epoch:', '0488', 'training cost=', '0.654502384')
('Epoch:', '0488', 'test cost=', '0.649850011')
('Epoch:', '0489', 'training cost=', '0.656798351')
('Epoch:', '0489', 'test cost=', '0.645350695')
('Epoch:', '0490', 'training cost=', '0.658884404')
('Epoch:', '0490', 'test cost=', '0.641745090')
('Epoch:', '0491', 'training cost=', '0.656511894')
('Epoch:', '0491', 'test cost=', '0.708028555')
('Epoch:', '0492', 'training cost=', '0.657406056')
('Epoch:', '0492', 'test cost=', '0.642231941')
('Epoch:', '0493', 'training cost=', '0.655902551')
('Epoch:', '0493', 'test cost=', '0.641507924')
('Epoch:', '0494', 'training cost=', '0.657666186')
('Epoch:', '0494', 'test cost=', '0.668507099')
('Epoch:', '0495', 'training cost=', '0.654954477')
('Epoch:', '0495', 'test cost=', '0.674103916')
('Epoch:', '0496', 'training cost=', '0.657481286')
('Epoch:', '0496', 'test cost=', '0.653439641')
('Epoch:', '0497', 'training cost=', '0.659751425')
('Epoch:', '0497', 'test cost=', '0.655559242')
('Epoch:', '0498', 'training cost=', '0.656170136')
('Epoch:', '0498', 'test cost=', '0.645812333')
('Epoch:', '0499', 'training cost=', '0.655958989')
('Epoch:', '0499', 'test cost=', '0.640880167')
('Epoch:', '0500', 'training cost=', '0.654617786')
('Epoch:', '0500', 'test cost=', '0.641495287')
('Epoch:', '0501', 'training cost=', '0.653782182')
('Epoch:', '0501', 'test cost=', '0.651164055')
('Epoch:', '0502', 'training cost=', '0.657595333')
('Epoch:', '0502', 'test cost=', '0.641403913')
('Epoch:', '0503', 'training cost=', '0.653682828')
('Epoch:', '0503', 'test cost=', '0.649696410')
('Epoch:', '0504', 'training cost=', '0.685765294')
('Epoch:', '0504', 'test cost=', '0.656701148')
('Epoch:', '0505', 'training cost=', '0.660827710')
('Epoch:', '0505', 'test cost=', '0.666915774')
('Epoch:', '0506', 'training cost=', '0.654010981')
('Epoch:', '0506', 'test cost=', '0.656722605')
('Epoch:', '0507', 'training cost=', '0.657014693')
('Epoch:', '0507', 'test cost=', '0.640831470')
('Epoch:', '0508', 'training cost=', '0.655334258')
('Epoch:', '0508', 'test cost=', '0.666228056')
('Epoch:', '0509', 'training cost=', '0.660172062')
('Epoch:', '0509', 'test cost=', '0.657534480')
('Epoch:', '0510', 'training cost=', '0.655928600')
('Epoch:', '0510', 'test cost=', '0.642199516')
('Epoch:', '0511', 'training cost=', '0.657593710')
('Epoch:', '0511', 'test cost=', '0.641107321')
('Epoch:', '0512', 'training cost=', '0.682449561')
('Epoch:', '0512', 'test cost=', '0.645579875')
('Epoch:', '0513', 'training cost=', '0.657596385')
('Epoch:', '0513', 'test cost=', '0.679929316')
('Epoch:', '0514', 'training cost=', '0.656485818')
('Epoch:', '0514', 'test cost=', '0.643670797')
('Epoch:', '0515', 'training cost=', '0.656306509')
('Epoch:', '0515', 'test cost=', '0.642034829')
('Epoch:', '0516', 'training cost=', '0.658181727')
('Epoch:', '0516', 'test cost=', '0.657424331')
('Epoch:', '0517', 'training cost=', '0.660428124')
('Epoch:', '0517', 'test cost=', '0.661184251')
('Epoch:', '0518', 'training cost=', '0.657682111')
('Epoch:', '0518', 'test cost=', '0.647566199')
('Epoch:', '0519', 'training cost=', '0.654794058')
('Epoch:', '0519', 'test cost=', '0.653463840')
('Epoch:', '0520', 'training cost=', '0.654934033')
('Epoch:', '0520', 'test cost=', '0.640830278')
('Epoch:', '0521', 'training cost=', '0.654078690')
('Epoch:', '0521', 'test cost=', '0.644183874')
('Epoch:', '0522', 'training cost=', '0.658874021')
('Epoch:', '0522', 'test cost=', '0.643627942')
('Epoch:', '0523', 'training cost=', '0.654097026')
('Epoch:', '0523', 'test cost=', '0.657759249')
('Epoch:', '0524', 'training cost=', '0.656855230')
('Epoch:', '0524', 'test cost=', '0.645316184')
('Epoch:', '0525', 'training cost=', '0.658449713')
('Epoch:', '0525', 'test cost=', '0.664212525')
('Epoch:', '0526', 'training cost=', '0.655347746')
('Epoch:', '0526', 'test cost=', '0.689813793')
('Epoch:', '0527', 'training cost=', '0.658154653')
('Epoch:', '0527', 'test cost=', '0.645186007')
('Epoch:', '0528', 'training cost=', '0.654878423')
('Epoch:', '0528', 'test cost=', '0.646158040')
('Epoch:', '0529', 'training cost=', '0.655692815')
('Epoch:', '0529', 'test cost=', '0.642255247')
('Epoch:', '0530', 'training cost=', '0.657084261')
('Epoch:', '0530', 'test cost=', '0.647144616')
('Epoch:', '0531', 'training cost=', '0.656832357')
('Epoch:', '0531', 'test cost=', '0.643146992')
('Epoch:', '0532', 'training cost=', '0.653930462')
('Epoch:', '0532', 'test cost=', '0.641668677')
('Epoch:', '0533', 'training cost=', '0.744610526')
('Epoch:', '0533', 'test cost=', '0.641729116')
('Epoch:', '0534', 'training cost=', '0.656567471')
('Epoch:', '0534', 'test cost=', '0.641062379')
('Epoch:', '0535', 'training cost=', '0.657125416')
('Epoch:', '0535', 'test cost=', '0.642669618')
('Epoch:', '0536', 'training cost=', '0.656032237')
('Epoch:', '0536', 'test cost=', '0.641223788')
('Epoch:', '0537', 'training cost=', '0.658475527')
('Epoch:', '0537', 'test cost=', '0.652415991')
('Epoch:', '0538', 'training cost=', '0.656518267')
('Epoch:', '0538', 'test cost=', '0.640794516')
('Epoch:', '0539', 'training cost=', '0.655858664')
('Epoch:', '0539', 'test cost=', '0.680099905')
('Epoch:', '0540', 'training cost=', '0.656156009')
('Epoch:', '0540', 'test cost=', '0.663921475')
('Epoch:', '0541', 'training cost=', '0.655012768')
('Epoch:', '0541', 'test cost=', '0.647025704')
('Epoch:', '0542', 'training cost=', '0.655937056')
('Epoch:', '0542', 'test cost=', '0.647382021')
('Epoch:', '0543', 'training cost=', '0.660053646')
('Epoch:', '0543', 'test cost=', '0.665790021')
('Epoch:', '0544', 'training cost=', '0.658108256')
('Epoch:', '0544', 'test cost=', '0.662701666')
('Epoch:', '0545', 'training cost=', '0.655755846')
('Epoch:', '0545', 'test cost=', '0.659718156')
('Epoch:', '0546', 'training cost=', '0.657456360')
('Epoch:', '0546', 'test cost=', '0.642944932')
('Epoch:', '0547', 'training cost=', '0.655506241')
('Epoch:', '0547', 'test cost=', '0.649044156')
('Epoch:', '0548', 'training cost=', '0.652323061')
('Epoch:', '0548', 'test cost=', '0.640786111')
('Epoch:', '0549', 'training cost=', '0.654896594')
('Epoch:', '0549', 'test cost=', '0.641908646')
('Epoch:', '0550', 'training cost=', '0.656641640')
('Epoch:', '0550', 'test cost=', '0.653222680')
('Epoch:', '0551', 'training cost=', '0.656519208')
('Epoch:', '0551', 'test cost=', '0.647587597')
('Epoch:', '0552', 'training cost=', '0.655280017')
('Epoch:', '0552', 'test cost=', '0.644354761')
('Epoch:', '0553', 'training cost=', '0.658091356')
('Epoch:', '0553', 'test cost=', '0.666316509')
('Epoch:', '0554', 'training cost=', '0.657383461')
('Epoch:', '0554', 'test cost=', '0.642410159')
('Epoch:', '0555', 'training cost=', '0.654682374')
('Epoch:', '0555', 'test cost=', '0.704767644')
('Epoch:', '0556', 'training cost=', '0.656796195')
('Epoch:', '0556', 'test cost=', '0.641080976')
('Epoch:', '0557', 'training cost=', '0.658682422')
('Epoch:', '0557', 'test cost=', '0.711419523')
('Epoch:', '0558', 'training cost=', '0.657240753')
('Epoch:', '0558', 'test cost=', '0.683725715')
('Epoch:', '0559', 'training cost=', '0.658789039')
('Epoch:', '0559', 'test cost=', '0.658194363')
('Epoch:', '0560', 'training cost=', '0.657567834')
('Epoch:', '0560', 'test cost=', '0.646154881')
('Epoch:', '0561', 'training cost=', '0.656341687')
('Epoch:', '0561', 'test cost=', '0.656867027')
('Epoch:', '0562', 'training cost=', '0.656824353')
('Epoch:', '0562', 'test cost=', '0.641634405')
('Epoch:', '0563', 'training cost=', '0.655871647')
('Epoch:', '0563', 'test cost=', '0.646875203')
('Epoch:', '0564', 'training cost=', '0.658498036')
('Epoch:', '0564', 'test cost=', '0.691894710')
('Epoch:', '0565', 'training cost=', '0.655141601')
('Epoch:', '0565', 'test cost=', '0.660942614')
('Epoch:', '0566', 'training cost=', '0.655606832')
('Epoch:', '0566', 'test cost=', '0.641862631')
('Epoch:', '0567', 'training cost=', '0.655646219')
('Epoch:', '0567', 'test cost=', '0.640818834')
('Epoch:', '0568', 'training cost=', '0.656786464')
('Epoch:', '0568', 'test cost=', '0.641243160')
('Epoch:', '0569', 'training cost=', '0.658242041')
('Epoch:', '0569', 'test cost=', '0.644232154')
('Epoch:', '0570', 'training cost=', '0.655598575')
('Epoch:', '0570', 'test cost=', '0.646937013')
('Epoch:', '0571', 'training cost=', '0.659778529')
('Epoch:', '0571', 'test cost=', '0.682019651')
('Epoch:', '0572', 'training cost=', '0.656718213')
('Epoch:', '0572', 'test cost=', '0.667875588')
('Epoch:', '0573', 'training cost=', '0.655756329')
('Epoch:', '0573', 'test cost=', '0.643617749')
('Epoch:', '0574', 'training cost=', '0.655763458')
('Epoch:', '0574', 'test cost=', '0.647230685')
('Epoch:', '0575', 'training cost=', '0.661621813')
('Epoch:', '0575', 'test cost=', '0.677734017')
('Epoch:', '0576', 'training cost=', '0.655165934')
('Epoch:', '0576', 'test cost=', '0.655154884')
('Epoch:', '0577', 'training cost=', '0.656260112')
('Epoch:', '0577', 'test cost=', '0.641013980')
('Epoch:', '0578', 'training cost=', '0.664793386')
('Epoch:', '0578', 'test cost=', '0.656088114')
('Epoch:', '0579', 'training cost=', '0.658365584')
('Epoch:', '0579', 'test cost=', '0.656217754')
('Epoch:', '0580', 'training cost=', '0.655442117')
('Epoch:', '0580', 'test cost=', '0.641173840')
('Epoch:', '0581', 'training cost=', '0.654228185')
('Epoch:', '0581', 'test cost=', '0.640797973')
('Epoch:', '0582', 'training cost=', '0.655954284')
('Epoch:', '0582', 'test cost=', '0.666580617')
('Epoch:', '0583', 'training cost=', '0.654296800')
('Epoch:', '0583', 'test cost=', '0.668330491')
('Epoch:', '0584', 'training cost=', '0.659172523')
('Epoch:', '0584', 'test cost=', '0.641844690')
('Epoch:', '0585', 'training cost=', '0.654150385')
('Epoch:', '0585', 'test cost=', '0.642176926')
('Epoch:', '0586', 'training cost=', '0.656316668')
('Epoch:', '0586', 'test cost=', '0.643016338')
('Epoch:', '0587', 'training cost=', '0.657159806')
('Epoch:', '0587', 'test cost=', '0.655878723')
('Epoch:', '0588', 'training cost=', '0.655444926')
('Epoch:', '0588', 'test cost=', '0.650308073')
('Epoch:', '0589', 'training cost=', '0.654140455')
('Epoch:', '0589', 'test cost=', '0.641381204')
('Epoch:', '0590', 'training cost=', '0.658173103')
('Epoch:', '0590', 'test cost=', '0.642969310')
('Epoch:', '0591', 'training cost=', '0.655535269')
('Epoch:', '0591', 'test cost=', '0.643666625')
('Epoch:', '0592', 'training cost=', '0.655869275')
('Epoch:', '0592', 'test cost=', '0.640801907')
('Epoch:', '0593', 'training cost=', '0.656317148')
('Epoch:', '0593', 'test cost=', '0.643583059')
('Epoch:', '0594', 'training cost=', '0.656784311')
('Epoch:', '0594', 'test cost=', '0.650008380')
('Epoch:', '0595', 'training cost=', '0.657378430')
('Epoch:', '0595', 'test cost=', '0.647583783')
('Epoch:', '0596', 'training cost=', '0.654851202')
('Epoch:', '0596', 'test cost=', '0.660942614')
('Epoch:', '0597', 'training cost=', '0.655413350')
('Epoch:', '0597', 'test cost=', '0.642181039')
('Epoch:', '0598', 'training cost=', '0.657104858')
('Epoch:', '0598', 'test cost=', '0.727900803')
('Epoch:', '0599', 'training cost=', '0.657503930')
('Epoch:', '0599', 'test cost=', '0.641007245')
('Epoch:', '0600', 'training cost=', '0.657708499')
('Epoch:', '0600', 'test cost=', '0.641461015')
('Epoch:', '0601', 'training cost=', '0.659637274')
('Epoch:', '0601', 'test cost=', '0.644779801')
('Epoch:', '0602', 'training cost=', '0.654858568')
('Epoch:', '0602', 'test cost=', '0.647028148')
('Epoch:', '0603', 'training cost=', '0.657956232')
('Epoch:', '0603', 'test cost=', '0.665490329')
('Epoch:', '0604', 'training cost=', '0.659675176')
('Epoch:', '0604', 'test cost=', '0.654980242')
('Epoch:', '0605', 'training cost=', '0.659961643')
('Epoch:', '0605', 'test cost=', '0.667478144')
('Epoch:', '0606', 'training cost=', '0.654812276')
('Epoch:', '0606', 'test cost=', '0.642451465')
('Epoch:', '0607', 'training cost=', '0.657426181')
('Epoch:', '0607', 'test cost=', '0.649290621')
('Epoch:', '0608', 'training cost=', '0.657146470')
('Epoch:', '0608', 'test cost=', '0.641732633')
('Epoch:', '0609', 'training cost=', '0.656663539')
('Epoch:', '0609', 'test cost=', '0.642818093')
('Epoch:', '0610', 'training cost=', '0.656694235')
('Epoch:', '0610', 'test cost=', '0.640842199')
('Epoch:', '0611', 'training cost=', '0.654728166')
('Epoch:', '0611', 'test cost=', '0.644331038')
('Epoch:', '0612', 'training cost=', '0.655434752')
('Epoch:', '0612', 'test cost=', '0.648544073')
('Epoch:', '0613', 'training cost=', '0.659084589')
('Epoch:', '0613', 'test cost=', '0.641813397')
('Epoch:', '0614', 'training cost=', '0.653993574')
('Epoch:', '0614', 'test cost=', '0.642866135')
('Epoch:', '0615', 'training cost=', '0.657148955')
('Epoch:', '0615', 'test cost=', '0.641247094')
('Epoch:', '0616', 'training cost=', '0.656167434')
('Epoch:', '0616', 'test cost=', '0.641284108')
('Epoch:', '0617', 'training cost=', '0.653540121')
('Epoch:', '0617', 'test cost=', '0.641033232')
('Epoch:', '0618', 'training cost=', '0.656514030')
('Epoch:', '0618', 'test cost=', '0.642575383')
('Epoch:', '0619', 'training cost=', '0.656240837')
('Epoch:', '0619', 'test cost=', '0.642252564')
('Epoch:', '0620', 'training cost=', '0.662340676')
('Epoch:', '0620', 'test cost=', '0.640923321')
('Epoch:', '0621', 'training cost=', '0.655120058')
('Epoch:', '0621', 'test cost=', '0.646156371')
('Epoch:', '0622', 'training cost=', '0.657443541')
('Epoch:', '0622', 'test cost=', '0.641851783')
('Epoch:', '0623', 'training cost=', '0.659745902')
('Epoch:', '0623', 'test cost=', '0.674043417')
('Epoch:', '0624', 'training cost=', '0.657504622')
('Epoch:', '0624', 'test cost=', '0.642028689')
('Epoch:', '0625', 'training cost=', '0.655982341')
('Epoch:', '0625', 'test cost=', '0.682879269')
('Epoch:', '0626', 'training cost=', '0.656036407')
('Epoch:', '0626', 'test cost=', '0.643206239')
('Epoch:', '0627', 'training cost=', '0.656315087')
('Epoch:', '0627', 'test cost=', '0.640868545')
('Epoch:', '0628', 'training cost=', '0.653781240')
('Epoch:', '0628', 'test cost=', '0.680247366')
('Epoch:', '0629', 'training cost=', '0.656845176')
('Epoch:', '0629', 'test cost=', '0.641128898')
('Epoch:', '0630', 'training cost=', '0.655274561')
('Epoch:', '0630', 'test cost=', '0.653830051')
('Epoch:', '0631', 'training cost=', '0.657047941')
('Epoch:', '0631', 'test cost=', '0.662810087')
('Epoch:', '0632', 'training cost=', '0.657033296')
('Epoch:', '0632', 'test cost=', '0.655802429')
('Epoch:', '0633', 'training cost=', '0.658820958')
('Epoch:', '0633', 'test cost=', '0.691336155')
('Epoch:', '0634', 'training cost=', '0.655864354')
('Epoch:', '0634', 'test cost=', '0.640857399')
('Epoch:', '0635', 'training cost=', '0.654630602')
('Epoch:', '0635', 'test cost=', '0.692496896')
('Epoch:', '0636', 'training cost=', '0.654539758')
('Epoch:', '0636', 'test cost=', '0.648092568')
('Epoch:', '0637', 'training cost=', '0.658625731')
('Epoch:', '0637', 'test cost=', '0.649080336')
('Epoch:', '0638', 'training cost=', '0.653396877')
('Epoch:', '0638', 'test cost=', '0.641324520')
('Epoch:', '0639', 'training cost=', '0.654009570')
('Epoch:', '0639', 'test cost=', '0.641060174')
('Epoch:', '0640', 'training cost=', '0.658627954')
('Epoch:', '0640', 'test cost=', '0.719700217')
('Epoch:', '0641', 'training cost=', '0.653820876')
('Epoch:', '0641', 'test cost=', '0.640898347')
('Epoch:', '0642', 'training cost=', '0.655644393')
('Epoch:', '0642', 'test cost=', '0.665407896')
('Epoch:', '0643', 'training cost=', '0.658285811')
('Epoch:', '0643', 'test cost=', '0.651712537')
('Epoch:', '0644', 'training cost=', '0.658740179')
('Epoch:', '0644', 'test cost=', '0.644633770')
('Epoch:', '0645', 'training cost=', '0.658760346')
('Epoch:', '0645', 'test cost=', '0.657990336')
('Epoch:', '0646', 'training cost=', '0.662054903')
('Epoch:', '0646', 'test cost=', '0.650950074')
('Epoch:', '0647', 'training cost=', '0.656396171')
('Epoch:', '0647', 'test cost=', '0.655469060')
('Epoch:', '0648', 'training cost=', '0.656830245')
('Epoch:', '0648', 'test cost=', '0.643817604')
('Epoch:', '0649', 'training cost=', '0.655593182')
('Epoch:', '0649', 'test cost=', '0.655416131')
('Epoch:', '0650', 'training cost=', '0.656179685')
('Epoch:', '0650', 'test cost=', '0.648509204')
('Epoch:', '0651', 'training cost=', '0.656077913')
('Epoch:', '0651', 'test cost=', '0.664573729')
('Epoch:', '0652', 'training cost=', '0.655645510')
('Epoch:', '0652', 'test cost=', '0.646359384')
('Epoch:', '0653', 'training cost=', '0.652755406')
('Epoch:', '0653', 'test cost=', '0.648289382')
('Epoch:', '0654', 'training cost=', '0.653903505')
('Epoch:', '0654', 'test cost=', '0.647121847')
('Epoch:', '0655', 'training cost=', '0.657267832')
('Epoch:', '0655', 'test cost=', '0.643261552')
('Epoch:', '0656', 'training cost=', '0.658993592')
('Epoch:', '0656', 'test cost=', '0.641075850')
('Epoch:', '0657', 'training cost=', '0.657255514')
('Epoch:', '0657', 'test cost=', '0.663538933')
('Epoch:', '0658', 'training cost=', '0.656046088')
('Epoch:', '0658', 'test cost=', '0.645756662')
('Epoch:', '0659', 'training cost=', '0.653386506')
('Epoch:', '0659', 'test cost=', '0.641045630')
('Epoch:', '0660', 'training cost=', '0.658446449')
('Epoch:', '0660', 'test cost=', '0.645083427')
('Epoch:', '0661', 'training cost=', '0.658215060')
('Epoch:', '0661', 'test cost=', '0.647017360')
('Epoch:', '0662', 'training cost=', '0.658056780')
('Epoch:', '0662', 'test cost=', '0.643631458')
('Epoch:', '0663', 'training cost=', '0.657998431')
('Epoch:', '0663', 'test cost=', '0.642951190')
('Epoch:', '0664', 'training cost=', '0.652494937')
('Epoch:', '0664', 'test cost=', '0.658907354')
('Epoch:', '0665', 'training cost=', '0.656775673')
('Epoch:', '0665', 'test cost=', '0.641741872')
('Epoch:', '0666', 'training cost=', '0.656121029')
('Epoch:', '0666', 'test cost=', '0.656701207')
('Epoch:', '0667', 'training cost=', '0.655322777')
('Epoch:', '0667', 'test cost=', '0.645789325')
('Epoch:', '0668', 'training cost=', '0.657969302')
('Epoch:', '0668', 'test cost=', '0.652000368')
('Epoch:', '0669', 'training cost=', '0.658700226')
('Epoch:', '0669', 'test cost=', '0.668870568')
('Epoch:', '0670', 'training cost=', '0.657555064')
('Epoch:', '0670', 'test cost=', '0.691569328')
('Epoch:', '0671', 'training cost=', '0.656674412')
('Epoch:', '0671', 'test cost=', '0.647322655')
('Epoch:', '0672', 'training cost=', '0.658385499')
('Epoch:', '0672', 'test cost=', '0.659765899')
('Epoch:', '0673', 'training cost=', '0.654953337')
('Epoch:', '0673', 'test cost=', '0.645822048')
('Epoch:', '0674', 'training cost=', '0.655420370')
('Epoch:', '0674', 'test cost=', '0.657561064')
('Epoch:', '0675', 'training cost=', '0.656956265')
('Epoch:', '0675', 'test cost=', '0.654061198')
('Epoch:', '0676', 'training cost=', '0.654187317')
('Epoch:', '0676', 'test cost=', '0.661983669')
('Epoch:', '0677', 'training cost=', '0.654083162')
('Epoch:', '0677', 'test cost=', '0.641076922')
('Epoch:', '0678', 'training cost=', '0.656844936')
('Epoch:', '0678', 'test cost=', '0.657033145')
('Epoch:', '0679', 'training cost=', '0.654571522')
('Epoch:', '0679', 'test cost=', '0.644763708')
('Epoch:', '0680', 'training cost=', '0.655480019')
('Epoch:', '0680', 'test cost=', '0.641907096')
('Epoch:', '0681', 'training cost=', '0.657507539')
('Epoch:', '0681', 'test cost=', '0.645598233')
('Epoch:', '0682', 'training cost=', '0.656923914')
('Epoch:', '0682', 'test cost=', '0.678478181')
('Epoch:', '0683', 'training cost=', '0.655731839')
('Epoch:', '0683', 'test cost=', '0.641253591')
('Epoch:', '0684', 'training cost=', '0.656107750')
('Epoch:', '0684', 'test cost=', '0.640813112')
('Epoch:', '0685', 'training cost=', '0.660832016')
('Epoch:', '0685', 'test cost=', '0.649310648')
('Epoch:', '0686', 'training cost=', '0.658428792')
('Epoch:', '0686', 'test cost=', '0.640859187')
('Epoch:', '0687', 'training cost=', '0.653079144')
('Epoch:', '0687', 'test cost=', '0.640908837')
('Epoch:', '0688', 'training cost=', '0.654903482')
('Epoch:', '0688', 'test cost=', '0.641079783')
('Epoch:', '0689', 'training cost=', '0.656027322')
('Epoch:', '0689', 'test cost=', '0.658028901')
('Epoch:', '0690', 'training cost=', '0.660073032')
('Epoch:', '0690', 'test cost=', '0.647343874')
('Epoch:', '0691', 'training cost=', '1.171222475')
('Epoch:', '0691', 'test cost=', '0.675784647')
('Epoch:', '0692', 'training cost=', '0.879440010')
('Epoch:', '0692', 'test cost=', '0.704032838')
('Epoch:', '0693', 'training cost=', '0.655755332')
('Epoch:', '0693', 'test cost=', '0.665174901')
('Epoch:', '0694', 'training cost=', '0.659790919')
('Epoch:', '0694', 'test cost=', '0.648433864')
('Epoch:', '0695', 'training cost=', '0.658157242')
('Epoch:', '0695', 'test cost=', '0.642955959')
('Epoch:', '0696', 'training cost=', '0.655051146')
('Epoch:', '0696', 'test cost=', '0.641887963')
('Epoch:', '0697', 'training cost=', '0.658653888')
('Epoch:', '0697', 'test cost=', '0.645133078')
('Epoch:', '0698', 'training cost=', '0.653644852')
('Epoch:', '0698', 'test cost=', '0.641804039')
('Epoch:', '0699', 'training cost=', '0.655535098')
('Epoch:', '0699', 'test cost=', '0.666425824')
('Epoch:', '0700', 'training cost=', '0.657974876')
('Epoch:', '0700', 'test cost=', '0.658086836')
('Epoch:', '0701', 'training cost=', '0.658254864')
('Epoch:', '0701', 'test cost=', '0.645141423')
('Epoch:', '0702', 'training cost=', '0.657760581')
('Epoch:', '0702', 'test cost=', '0.663598716')
('Epoch:', '0703', 'training cost=', '0.659888286')
('Epoch:', '0703', 'test cost=', '0.649774492')
('Epoch:', '0704', 'training cost=', '0.658889616')
('Epoch:', '0704', 'test cost=', '0.656020582')
('Epoch:', '0705', 'training cost=', '0.652600277')
('Epoch:', '0705', 'test cost=', '0.647143364')
('Epoch:', '0706', 'training cost=', '0.655583147')
('Epoch:', '0706', 'test cost=', '0.659602880')
('Epoch:', '0707', 'training cost=', '0.657207757')
('Epoch:', '0707', 'test cost=', '0.642612040')
('Epoch:', '0708', 'training cost=', '0.655242395')
('Epoch:', '0708', 'test cost=', '0.661891699')
('Epoch:', '0709', 'training cost=', '0.656810675')
('Epoch:', '0709', 'test cost=', '0.728282690')
('Epoch:', '0710', 'training cost=', '0.657397955')
('Epoch:', '0710', 'test cost=', '0.643489540')
('Epoch:', '0711', 'training cost=', '0.657016941')
('Epoch:', '0711', 'test cost=', '0.667897940')
('Epoch:', '0712', 'training cost=', '0.656977171')
('Epoch:', '0712', 'test cost=', '0.641413867')
('Epoch:', '0713', 'training cost=', '0.654458689')
('Epoch:', '0713', 'test cost=', '0.647681713')
('Epoch:', '0714', 'training cost=', '0.657205903')
('Epoch:', '0714', 'test cost=', '0.641053975')
('Epoch:', '0715', 'training cost=', '0.655862588')
('Epoch:', '0715', 'test cost=', '0.641484499')
('Epoch:', '0716', 'training cost=', '0.656429878')
('Epoch:', '0716', 'test cost=', '0.640926778')
('Epoch:', '0717', 'training cost=', '0.655621310')
('Epoch:', '0717', 'test cost=', '0.680568218')
('Epoch:', '0718', 'training cost=', '0.657549132')
('Epoch:', '0718', 'test cost=', '0.661898851')
('Epoch:', '0719', 'training cost=', '0.655941522')
('Epoch:', '0719', 'test cost=', '0.649200499')
('Epoch:', '0720', 'training cost=', '0.653104471')
('Epoch:', '0720', 'test cost=', '0.642839074')
('Epoch:', '0721', 'training cost=', '0.656816620')
('Epoch:', '0721', 'test cost=', '0.641106844')
('Epoch:', '0722', 'training cost=', '0.654623834')
('Epoch:', '0722', 'test cost=', '0.646665514')
('Epoch:', '0723', 'training cost=', '0.661584970')
('Epoch:', '0723', 'test cost=', '0.658019960')
('Epoch:', '0724', 'training cost=', '0.656594327')
('Epoch:', '0724', 'test cost=', '0.644317091')
('Epoch:', '0725', 'training cost=', '0.654590103')
('Epoch:', '0725', 'test cost=', '0.648817122')
('Epoch:', '0726', 'training cost=', '0.655790447')
('Epoch:', '0726', 'test cost=', '0.645256042')
('Epoch:', '0727', 'training cost=', '0.657262899')
('Epoch:', '0727', 'test cost=', '0.641280830')
('Epoch:', '0728', 'training cost=', '0.656119379')
('Epoch:', '0728', 'test cost=', '0.641862988')
('Epoch:', '0729', 'training cost=', '0.655193967')
('Epoch:', '0729', 'test cost=', '0.671208084')
('Epoch:', '0730', 'training cost=', '0.657713678')
('Epoch:', '0730', 'test cost=', '0.662813306')
('Epoch:', '0731', 'training cost=', '0.656410966')
('Epoch:', '0731', 'test cost=', '0.646910727')
('Epoch:', '0732', 'training cost=', '0.657551777')
('Epoch:', '0732', 'test cost=', '0.650890946')
('Epoch:', '0733', 'training cost=', '0.655441913')
('Epoch:', '0733', 'test cost=', '0.651114047')
('Epoch:', '0734', 'training cost=', '0.659588448')
('Epoch:', '0734', 'test cost=', '0.683534443')
('Epoch:', '0735', 'training cost=', '0.657956927')
('Epoch:', '0735', 'test cost=', '0.642753541')
('Epoch:', '0736', 'training cost=', '0.654927918')
('Epoch:', '0736', 'test cost=', '0.641485989')
('Epoch:', '0737', 'training cost=', '0.658350510')
('Epoch:', '0737', 'test cost=', '0.642409444')
('Epoch:', '0738', 'training cost=', '0.660425665')
('Epoch:', '0738', 'test cost=', '0.661163449')
('Epoch:', '0739', 'training cost=', '0.655334184')
